classifier,In taxon,Group,ratio,dataset
std_gold,8962,P,0.00026886663293983464,Assorted_Genomes_225
std_gold,31955,R,0.0009586736504789573,Assorted_Genomes_225
std_gold,28055645,S,0.8416901144951245,Assorted_Genomes_225
std_gold,111409,U,0.0033423524558350856,Assorted_Genomes_225
std_R100,71100,C,0.0021330526224081947,Assorted_Genomes_225
std_R100,26178,D,0.0007853593748157767,Assorted_Genomes_225
std_R100,2621529,F,0.07864781024147866,Assorted_Genomes_225
std_R100,4374362,G,0.13123409754518645,Assorted_Genomes_225
std_R100,0,K,0.0,Assorted_Genomes_225
std_R100,30387,O,0.0009116324899735277,Assorted_Genomes_225
std_R100,13688,P,0.0004106501307387253,Assorted_Genomes_225
std_R100,15555,R,0.00046666151253951435,Assorted_Genomes_225
std_R100,25881787,S,0.776472765583127,Assorted_Genomes_225
std_R100,297925,U,0.008937970499732228,Assorted_Genomes_225
std_R10,70147,C,0.0021044619170754943,Assorted_Genomes_225
std_R10,25864,D,0.0007759391424186435,Assorted_Genomes_225
std_R10,2735063,F,0.08205391427006505,Assorted_Genomes_225
std_R10,6615986,G,0.19848447661203802,Assorted_Genomes_225
std_R10,0,K,0.0,Assorted_Genomes_225
std_R10,28520,O,0.0008556211081727387,Assorted_Genomes_225
std_R10,13525,P,0.00040576001009944913,Assorted_Genomes_225
std_R10,15480,R,0.00046441145703064496,Assorted_Genomes_225
std_R10,23713872,S,0.7114337110696521,Assorted_Genomes_225
std_R10,114054,U,0.00342170441344788,Assorted_Genomes_225
std_R1,81301,C,0.002439090172354552,Assorted_Genomes_225
std_R1,31544,D,0.0009463433462903529,Assorted_Genomes_225
std_R1,3068884,F,0.09206879133708229,Assorted_Genomes_225
std_R1,11450352,G,0.34351903461458394,Assorted_Genomes_225
std_R1,0,K,0.0,Assorted_Genomes_225
std_R1,68469,O,0.002054120675157056,Assorted_Genomes_225
std_R1,15106,P,0.0004531911802264162,Assorted_Genomes_225
std_R1,16482,R,0.0004944721986291402,Assorted_Genomes_225
std_R1,18490102,S,0.5547167448620958,Assorted_Genomes_225
std_R1,110271,U,0.003308211613580507,Assorted_Genomes_225
std_1-step,175626,C,0.005268909984009306,Assorted_Genomes_225
std_1-step,77104,D,0.00231317706607822,Assorted_Genomes_225
std_1-step,3214969,F,0.09645144945725811,Assorted_Genomes_225
std_1-step,13058128,G,0.39175350455895747,Assorted_Genomes_225
std_1-step,0,K,0.0,Assorted_Genomes_225
std_1-step,235727,O,0.007071984465856772,Assorted_Genomes_225
std_1-step,49739,P,0.0014922068127420703,Assorted_Genomes_225
std_1-step,176775,R,0.005303380834405185,Assorted_Genomes_225
std_1-step,16238985,S,0.4871815687693015,Assorted_Genomes_225
std_1-step,105458,U,0.003163818051391328,Assorted_Genomes_225
kraken,178006,C,0.0053403117454907615,Assorted_Genomes_225
kraken,79402,D,0.002382118766869979,Assorted_Genomes_225
kraken,3228512,F,0.09685774948067968,Assorted_Genomes_225
kraken,13076659,G,0.3923094482740889,Assorted_Genomes_225
kraken,0,K,0.0,Assorted_Genomes_225
kraken,238954,O,0.007168796854218394,Assorted_Genomes_225
kraken,51448,P,0.0015434780776041744,Assorted_Genomes_225
kraken,177872,R,0.005336291646314915,Assorted_Genomes_225
kraken,16140515,S,0.4842273958898566,Assorted_Genomes_225
kraken,161143,U,0.004834409264876565,Assorted_Genomes_225
rspc_gold,50628,C,0.0013669558168279206,Assorted_Genomes_Perfect_225
rspc_gold,78549,D,0.002120822715809756,Assorted_Genomes_Perfect_225
rspc_gold,1650814,F,0.04457197202735575,Assorted_Genomes_Perfect_225
rspc_gold,1403941,G,0.03790640192054214,Assorted_Genomes_Perfect_225
rspc_gold,0,K,0.0,Assorted_Genomes_Perfect_225
rspc_gold,10014,O,0.0002703779637693529,Assorted_Genomes_Perfect_225
rspc_gold,14121,P,0.0003812669489102288,Assorted_Genomes_Perfect_225
rspc_gold,1151879,R,0.031100728832502336,Assorted_Genomes_Perfect_225
rspc_gold,32677096,S,0.8822814737742826,Assorted_Genomes_Perfect_225
rspc_R100,51608,C,0.001393415813282281,Assorted_Genomes_Perfect_225
rspc_R100,78991,D,0.0021327567142106004,Assorted_Genomes_Perfect_225
rspc_R100,1656773,F,0.04473286500579609,Assorted_Genomes_Perfect_225
rspc_R100,1407263,G,0.037996095908523146,Assorted_Genomes_Perfect_225
rspc_R100,0,K,0.0,Assorted_Genomes_Perfect_225
rspc_R100,11635,O,0.0003141449579045756,Assorted_Genomes_Perfect_225
rspc_R100,15938,P,0.00043032594233632373,Assorted_Genomes_Perfect_225
rspc_R100,1151887,R,0.03110094483247339,Assorted_Genomes_Perfect_225
rspc_R100,32146835,S,0.8679644286927666,Assorted_Genomes_Perfect_225
rspc_R100,516112,U,0.013935022132707035,Assorted_Genomes_Perfect_225
rspc_R10,51090,C,0.0013794298151564048,Assorted_Genomes_Perfect_225
rspc_R10,78768,D,0.002126735715017414,Assorted_Genomes_Perfect_225
rspc_R10,1671137,F,0.045120692953827146,Assorted_Genomes_Perfect_225
rspc_R10,1408425,G,0.03802746990431903,Assorted_Genomes_Perfect_225
rspc_R10,0,K,0.0,Assorted_Genomes_Perfect_225
rspc_R10,11603,O,0.0003132809580203516,Assorted_Genomes_Perfect_225
rspc_R10,15617,P,0.00042165894349770156,Assorted_Genomes_Perfect_225
rspc_R10,1151892,R,0.031101079832455303,Assorted_Genomes_Perfect_225
rspc_R10,32554978,S,0.8789842882161054,Assorted_Genomes_Perfect_225
rspc_R10,93532,U,0.0025253636616012695,Assorted_Genomes_Perfect_225
rspc_R1,50435,C,0.0013617448175261945,Assorted_Genomes_Perfect_225
rspc_R1,78549,D,0.002120822715809756,Assorted_Genomes_Perfect_225
rspc_R1,1649817,F,0.04454505303096289,Assorted_Genomes_Perfect_225
rspc_R1,1408598,G,0.03803214090369312,Assorted_Genomes_Perfect_225
rspc_R1,0,K,0.0,Assorted_Genomes_Perfect_225
rspc_R1,10200,O,0.00027539996309640494,Assorted_Genomes_Perfect_225
rspc_R1,15447,P,0.0004170689441127615,Assorted_Genomes_Perfect_225
rspc_R1,1151879,R,0.031100728832502336,Assorted_Genomes_Perfect_225
rspc_R1,32672117,S,0.8821470407922966,Assorted_Genomes_Perfect_225
rspc_1-step,258471,C,0.006978716064852048,Assorted_Genomes_Perfect_225
rspc_1-step,477879,D,0.01290273127103401,Assorted_Genomes_Perfect_225
rspc_1-step,2210855,F,0.05969307700112768,Assorted_Genomes_Perfect_225
rspc_1-step,12800150,G,0.3456040036890635,Assorted_Genomes_Perfect_225
rspc_1-step,0,K,0.0,Assorted_Genomes_Perfect_225
rspc_1-step,170177,O,0.004594778384299696,Assorted_Genomes_Perfect_225
rspc_1-step,164496,P,0.004441391404853552,Assorted_Genomes_Perfect_225
rspc_1-step,1569880,R,0.04238675432017492,Assorted_Genomes_Perfect_225
rspc_1-step,19385134,S,0.5233985478645946,Assorted_Genomes_Perfect_225
std_gold,50866,C,0.0013733818159668368,Assorted_Genomes_Perfect_225
std_gold,35733,D,0.0009647908707180233,Assorted_Genomes_Perfect_225
std_gold,1645382,F,0.04442530804700872,Assorted_Genomes_Perfect_225
std_gold,1133140,G,0.03059477590030003,Assorted_Genomes_Perfect_225
std_gold,0,K,0.0,Assorted_Genomes_Perfect_225
std_gold,14092,O,0.00038048394901515084,Assorted_Genomes_Perfect_225
std_gold,7501,P,0.00020252697286138563,Assorted_Genomes_Perfect_225
std_gold,1111081,R,0.029999182980109482,Assorted_Genomes_Perfect_225
std_gold,33039247,S,0.8920595494640203,Assorted_Genomes_Perfect_225
std_R100,50228,C,0.0013561558182751204,Assorted_Genomes_Perfect_225
std_R100,35848,D,0.0009678958703019534,Assorted_Genomes_Perfect_225
std_R100,1665565,F,0.04497024897398664,Assorted_Genomes_Perfect_225
std_R100,1136048,G,0.030673291889778888,Assorted_Genomes_Perfect_225
std_R100,0,K,0.0,Assorted_Genomes_Perfect_225
std_R100,15824,O,0.00042724794274877565,Assorted_Genomes_Perfect_225
std_R100,9024,P,0.00024364796735117238,Assorted_Genomes_Perfect_225
std_R100,1111096,R,0.029999587980055212,Assorted_Genomes_Perfect_225
std_R100,32827309,S,0.886337224230812,Assorted_Genomes_Perfect_225
std_R100,186100,U,0.00502469932669029,Assorted_Genomes_Perfect_225
std_R10,50200,C,0.0013553998183764243,Assorted_Genomes_Perfect_225
std_R10,35832,D,0.0009674638703598414,Assorted_Genomes_Perfect_225
std_R10,1665586,F,0.04497081597391066,Assorted_Genomes_Perfect_225
std_R10,1136079,G,0.030674128889666728,Assorted_Genomes_Perfect_225
std_R10,0,K,0.0,Assorted_Genomes_Perfect_225
std_R10,15809,O,0.0004268429428030457,Assorted_Genomes_Perfect_225
std_R10,8977,P,0.00024237896752121835,Assorted_Genomes_Perfect_225
std_R10,1111091,R,0.0299994529800733,Assorted_Genomes_Perfect_225
std_R10,32917928,S,0.8887839369029524,Assorted_Genomes_Perfect_225
std_R10,95540,U,0.0025795796543363263,Assorted_Genomes_Perfect_225
std_R1,49685,C,0.001341494820239694,Assorted_Genomes_Perfect_225
std_R1,35741,D,0.0009650068706890793,Assorted_Genomes_Perfect_225
std_R1,1645244,F,0.044421582047508006,Assorted_Genomes_Perfect_225
std_R1,1136154,G,0.030676153889395378,Assorted_Genomes_Perfect_225
std_R1,0,K,0.0,Assorted_Genomes_Perfect_225
std_R1,14369,O,0.00038796294801296495,Assorted_Genomes_Perfect_225
std_R1,8807,P,0.00023778896813627827,Assorted_Genomes_Perfect_225
std_R1,1111081,R,0.029999182980109482,Assorted_Genomes_Perfect_225
std_R1,33035961,S,0.8919708274759092,Assorted_Genomes_Perfect_225
std_1-step,105597,C,0.0028511186179501053,Assorted_Genomes_Perfect_225
std_1-step,75836,D,0.002047571725625389,Assorted_Genomes_Perfect_225
std_1-step,1938655,F,0.05234367798594715,Assorted_Genomes_Perfect_225
std_1-step,9753691,G,0.26334962171115067,Assorted_Genomes_Perfect_225
std_1-step,0,K,0.0,Assorted_Genomes_Perfect_225
std_1-step,102778,O,0.002775005628149246,Assorted_Genomes_Perfect_225
std_1-step,31620,P,0.0008537398855988554,Assorted_Genomes_Perfect_225
std_1-step,1231597,R,0.033253114544082654,Assorted_Genomes_Perfect_225
std_1-step,23797268,S,0.6425261499014959,Assorted_Genomes_Perfect_225
kraken,105816,C,0.002857031617157763,Assorted_Genomes_Perfect_225
kraken,75960,D,0.0020509197251767568,Assorted_Genomes_Perfect_225
kraken,1943123,F,0.05246431396978193,Assorted_Genomes_Perfect_225
kraken,9770574,G,0.263805462650068,Assorted_Genomes_Perfect_225
kraken,0,K,0.0,Assorted_Genomes_Perfect_225
kraken,103270,O,0.0027882896263691902,Assorted_Genomes_Perfect_225
kraken,31905,P,0.0008614348845677255,Assorted_Genomes_Perfect_225
kraken,1232724,R,0.033283543540005164,Assorted_Genomes_Perfect_225
kraken,23773670,S,0.6418890039868734,Assorted_Genomes_Perfect_225
